#MT002
0x1c   15	   8	1	0	0	0	0	0	0	0	0
0x1c   20	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1c   20	   8	1	0	0	0	0	0	0	0	0
0x1c   21	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1c   21	   8	1	0	0	0	0	0	0	0	0
0x1c   22	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1c   22	   8	1	0	0	0	0	0	0	0	0
0x1c   23	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1c   23	   8	1	0	0	0	0	0	0	0	0
0x1c   28	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1c   28	   8	1	0	0	0	0	0	0	0	0
0x1c   29	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1c   29	   8	1	0	0	0	0	0	0	0	0
0x1c   30	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1c   30	   8	1	0	0	0	0	0	0	0	0
0x1c   31	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1c   31	   8	1	0	0	0	0	0	0	0	0

#MT004
0x1e   4	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   4	   8	1	0	0	0	0	0	0	0	0
0x1e   5	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   5	   8	1	0	0	0	0	0	0	0	0
0x1e   6	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   6	   8	1	0	0	0	0	0	0	0	0
0x1e   7	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   7	   8	1	0	0	0	0	0	0	0	0
0x1e   12	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   12	   8	1	0	0	0	0	0	0	0	0
0x1e   13	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   13	   8	1	0	0	0	0	0	0	0	0
0x1e   14	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   14	   8	1	0	0	0	0	0	0	0	0
0x1e   15	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   15	   8	1	0	0	0	0	0	0	0	0
0x1e   20	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   20	   8	1	0	0	0	0	0	0	0	0
0x1e   21	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   21	   8	1	0	0	0	0	0	0	0	0
0x1e   22	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   22	   8	1	0	0	0	0	0	0	0	0
0x1e   23	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   23	   8	1	0	0	0	0	0	0	0	0
0x1e   28	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   28	   8	1	0	0	0	0	0	0	0	0
0x1e   29	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   29	   8	1	0	0	0	0	0	0	0	0
0x1e   30	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   30	   8	1	0	0	0	0	0	0	0	0
0x1e   31	   8	0	4095	4095	4095	4095	4095	4095	4095	4095
0x1e   31	   8	1	0	0	0	0	0	0	0	0


